#group,false,false,false,false,true,true,true
#datatype,string,long,dateTime:RFC3339,double,string,string,string
#default,_result,,,,,,
timestamp,values
2014-05-14 1:14,85.835
2014-05-14 1:19,88.167
2014-05-14 1:24,44.595
2014-05-14 1:29,56.282
2014-05-14 1:34,36.534
2014-05-14 1:39,36.894
2014-05-14 1:44,36.807
2014-05-14 1:49,36.763
2014-05-14 1:54,36.167
2014-05-14 1:59,38.992
2014-05-14 2:04,49.724
2014-05-14 2:09,39.939
2014-05-14 2:14,37.058
2014-05-14 2:19,36.119
2014-05-14 2:24,36.339
2014-05-14 2:29,37.39
2014-05-14 2:34,36.156
2014-05-14 2:39,36.59
2014-05-14 2:44,36.624
2014-05-14 2:49,35.89
2014-05-14 2:54,36.398
2014-05-14 2:59,40.294
2014-05-14 3:04,49.725
2014-05-14 3:09,37.274
2014-05-14 3:14,46.506
2014-05-14 3:19,38.674
2014-05-14 3:24,36.715
2014-05-14 3:29,50.673
2014-05-14 3:34,38.114
2014-05-14 3:39,36.561
2014-05-14 3:44,40.321
2014-05-14 3:49,37.425
2014-05-14 3:54,34.767
2014-05-14 3:59,37.408
2014-05-14 4:04,71.106
2014-05-14 4:09,33.43
2014-05-14 4:14,33.502
2014-05-14 4:19,31.879
2014-05-14 4:24,31.615
2014-05-14 4:29,33.388
2014-05-14 4:34,32.013
2014-05-14 4:39,32.003
2014-05-14 4:44,32.01
2014-05-14 4:49,31.171
2014-05-14 4:54,30.835
2014-05-14 4:59,34.006
2014-05-14 5:04,45.126
2014-05-14 5:09,32.162
2014-05-14 5:14,32.514
2014-05-14 5:19,31.007
2014-05-14 5:24,31.099
2014-05-14 5:29,32.67
2014-05-14 5:34,30.672
2014-05-14 5:39,31.33
2014-05-14 5:44,32.277
2014-05-14 5:49,30.799
2014-05-14 5:54,31.156
2014-05-14 5:59,34.148
2014-05-14 6:04,44.669
2014-05-14 6:09,32.176
2014-05-14 6:14,33.629
2014-05-14 6:19,31.171
2014-05-14 6:24,31.556
2014-05-14 6:29,31.965
2014-05-14 6:34,31.221
2014-05-14 6:39,31.012
2014-05-14 6:44,32.176
2014-05-14 6:49,31.337
2014-05-14 6:54,31.116
2014-05-14 6:59,34.392
2014-05-14 7:04,44.619
2014-05-14 7:09,32.618
2014-05-14 7:14,32.212
2014-05-14 7:19,30.588
2014-05-14 7:24,31.055
2014-05-14 7:29,32.333
2014-05-14 7:34,31.584
2014-05-14 7:39,30.873
2014-05-14 7:44,31.661
2014-05-14 7:49,31.126
2014-05-14 7:54,32.107
2014-05-14 7:59,34.29
2014-05-14 8:04,45.279
2014-05-14 8:09,33.342
2014-05-14 8:14,32.206
2014-05-14 8:19,31.281
2014-05-14 8:24,31.877
2014-05-14 8:29,32.158
2014-05-14 8:34,29.992
2014-05-14 8:39,30.844
2014-05-14 8:44,32.819
2014-05-14 8:49,31.29
2014-05-14 8:54,31.83
2014-05-14 8:59,33.349
2014-05-14 9:04,45.502
2014-05-14 9:09,32.16
2014-05-14 9:14,32.251
2014-05-14 9:19,30.946
2014-05-14 9:24,31.825
2014-05-14 9:29,32.392
2014-05-14 9:34,32.28
2014-05-14 9:39,30.723
2014-05-14 9:44,32.666
2014-05-14 9:49,30.176
2014-05-14 9:54,30.954
2014-05-14 9:59,34.852
2014-05-14 10:04,44.688
2014-05-14 10:09,32.009
2014-05-14 10:14,32.171
2014-05-14 10:19,31.163
2014-05-14 10:24,31.329
2014-05-14 10:29,32.509
2014-05-14 10:34,30.954
2014-05-14 10:39,31.17
2014-05-14 10:44,32.371
2014-05-14 10:49,30.817
2014-05-14 10:54,30.845
2014-05-14 10:59,34.356
2014-05-14 11:04,45.159
2014-05-14 11:09,32.178
2014-05-14 11:14,33.103
2014-05-14 11:19,32.063
2014-05-14 11:24,31.384
2014-05-14 11:29,32.165
2014-05-14 11:34,30.826
2014-05-14 11:39,30.922
2014-05-14 11:44,32.548
2014-05-14 11:49,30.951
2014-05-14 11:54,30.653
2014-05-14 11:59,34.39
2014-05-14 12:04,45.659
2014-05-14 12:09,32.224
2014-05-14 12:14,32.283
2014-05-14 12:19,30.938
2014-05-14 12:24,30.923
2014-05-14 12:29,32.171
2014-05-14 12:34,30.951
2014-05-14 12:39,31.177
2014-05-14 12:44,32.437
2014-05-14 12:49,31.932
2014-05-14 12:54,32.006
2014-05-14 12:59,34.594
2014-05-14 13:04,45.219
2014-05-14 13:09,35.945
2014-05-14 13:14,33.713
2014-05-14 13:19,30.825
2014-05-14 13:24,31.103
2014-05-14 13:29,32.175
2014-05-14 13:34,31.057
2014-05-14 13:39,31.335
2014-05-14 13:44,33.162
2014-05-14 13:49,31.909
2014-05-14 13:54,30.551
2014-05-14 13:59,34.433
2014-05-14 14:04,44.505
2014-05-14 14:09,45.328
2014-05-14 14:14,32.013
2014-05-14 14:19,31.394
2014-05-14 14:24,31.734
2014-05-14 14:29,33.181
2014-05-14 14:34,31.494
2014-05-14 14:39,31.66
2014-05-14 14:44,32.003
2014-05-14 14:49,31.166
2014-05-14 14:54,31.669
2014-05-14 14:59,32.762
2014-05-14 15:04,46.32
2014-05-14 15:09,35.429
2014-05-14 15:14,32.221
2014-05-14 15:19,32.28
2014-05-14 15:24,31.222
2014-05-14 15:29,32.509
2014-05-14 15:34,30.797
2014-05-14 15:39,31.581
2014-05-14 15:44,32.112
2014-05-14 15:49,31.122
2014-05-14 15:54,31.212
2014-05-14 15:59,34.734
2014-05-14 16:04,44.49
2014-05-14 16:09,41
2014-05-14 16:14,31.496
2014-05-14 16:19,31.553
2014-05-14 16:24,31.166
2014-05-14 16:29,32.455
2014-05-14 16:34,30.535
2014-05-14 16:39,31.826
2014-05-14 16:44,32.312
2014-05-14 16:49,30.82
2014-05-14 16:54,30.946
2014-05-14 16:59,34.171
2014-05-14 17:04,45.219
2014-05-14 17:09,38.78
2014-05-14 17:14,32.613
2014-05-14 17:19,31.562
2014-05-14 17:24,30.836
2014-05-14 17:29,32.211
2014-05-14 17:34,30.619
2014-05-14 17:39,32.385
2014-05-14 17:44,32.828
2014-05-14 17:49,31.612
2014-05-14 17:54,31.163
2014-05-14 17:59,34.643
2014-05-14 18:04,44.823
2014-05-14 18:09,38.43
2014-05-14 18:14,32.661
2014-05-14 18:19,31.057
2014-05-14 18:24,31.666
2014-05-14 18:29,32.361
2014-05-14 18:34,31.67
2014-05-14 18:39,31.45
2014-05-14 18:44,32.817
2014-05-14 18:49,31.05
2014-05-14 18:54,30.489
2014-05-14 18:59,34.646
2014-05-14 19:04,45.335
2014-05-14 19:09,32.766
2014-05-14 19:14,32.998
2014-05-14 19:19,30.88
2014-05-14 19:24,32.12
2014-05-14 19:29,33.165
2014-05-14 19:34,31.006
2014-05-14 19:39,30.772
2014-05-14 19:44,32.291
2014-05-14 19:49,30.951
2014-05-14 19:54,30.837
2014-05-14 19:59,34.418
2014-05-14 20:04,45.667
2014-05-14 20:09,39.218
2014-05-14 20:14,33.25
2014-05-14 20:19,30.663
2014-05-14 20:24,31.446
2014-05-14 20:29,32.661
2014-05-14 20:34,31.344
2014-05-14 20:39,31.219
2014-05-14 20:44,31.981
2014-05-14 20:49,31.341
2014-05-14 20:54,30.768
2014-05-14 20:59,34.685
2014-05-14 21:04,45.887
2014-05-14 21:09,46.336
2014-05-14 21:14,73.229
2014-05-14 21:19,59.539
2014-05-14 21:24,30.318
2014-05-14 21:29,33.28
2014-05-14 21:34,30.737
2014-05-14 21:39,31.108
2014-05-14 21:44,32.318
2014-05-14 21:49,31.331
2014-05-14 21:54,31.118
2014-05-14 21:59,35.356
2014-05-14 22:04,44.834
2014-05-14 22:09,52.944
2014-05-14 22:14,32.559
2014-05-14 22:19,30.997
2014-05-14 22:24,31.496
2014-05-14 22:29,32.499
2014-05-14 22:34,31.22
2014-05-14 22:39,31.797
2014-05-14 22:44,32.775
2014-05-14 22:49,31.5
2014-05-14 22:54,31.154
2014-05-14 22:59,34.136
2014-05-14 23:04,45.054
2014-05-14 23:09,51.543
2014-05-14 23:14,32.596
2014-05-14 23:19,31.829
2014-05-14 23:24,31.333
2014-05-14 23:29,32.659
2014-05-14 23:34,31.003
2014-05-14 23:39,31.054
2014-05-14 23:44,32.939
2014-05-14 23:49,31.002
2014-05-14 23:54,30.548
2014-05-14 23:59,33.903
2014-05-15 0:04,45.728
2014-05-15 0:09,45.336
2014-05-15 0:14,33.727
2014-05-15 0:19,31.118
2014-05-15 0:24,31.422
2014-05-15 0:29,32.702
2014-05-15 0:34,31.058
2014-05-15 0:39,31.159
2014-05-15 0:44,31.944
2014-05-15 0:49,30.999
2014-05-15 0:54,30.994
2014-05-15 0:59,34.617
2014-05-15 1:04,44.549
2014-05-15 1:09,46.977
2014-05-15 1:14,31.631
2014-05-15 1:19,31.178
2014-05-15 1:24,31.994
2014-05-15 1:29,31.52
2014-05-15 1:34,31.325
2014-05-15 1:39,30.619
2014-05-15 1:44,32.233
2014-05-15 1:49,30.815
2014-05-15 1:54,31.669
2014-05-15 1:59,34.379
2014-05-15 2:04,45.275
2014-05-15 2:09,46.336
2014-05-15 2:14,33.153
2014-05-15 2:19,30.99
2014-05-15 2:24,30.171
2014-05-15 2:29,32.054
2014-05-15 2:34,31.122
2014-05-15 2:39,31.337
2014-05-15 2:44,32.217
2014-05-15 2:49,30.959
2014-05-15 2:54,30.834
2014-05-15 2:59,34.162
2014-05-15 3:04,45.164
2014-05-15 3:09,45.327
2014-05-15 3:14,32.502
2014-05-15 3:19,34.973
2014-05-15 3:24,31.362
2014-05-15 3:29,33.404
2014-05-15 3:34,35.722
2014-05-15 3:39,31.953
2014-05-15 3:44,32.831
2014-05-15 3:49,32.171
2014-05-15 3:54,30.22
2014-05-15 3:59,34.107
2014-05-15 4:04,45.504
2014-05-15 4:09,46.058
2014-05-15 4:14,32.714
2014-05-15 4:19,30.836
2014-05-15 4:24,32.002
2014-05-15 4:29,31.298
2014-05-15 4:34,31.668
2014-05-15 4:39,31.221
2014-05-15 4:44,32.077
2014-05-15 4:49,31.172
2014-05-15 4:54,30.717
2014-05-15 4:59,33.796
2014-05-15 5:04,45.172
2014-05-15 5:09,45.991
2014-05-15 5:14,32.718
2014-05-15 5:19,31.092
2014-05-15 5:24,31.489
2014-05-15 5:29,32.99
2014-05-15 5:34,30.278
2014-05-15 5:39,30.72
2014-05-15 5:44,32.328
2014-05-15 5:49,31.106
2014-05-15 5:54,30.217
2014-05-15 5:59,34.331
2014-05-15 6:04,45.168
2014-05-15 6:09,45.382
2014-05-15 6:14,32.849
2014-05-15 6:19,32.151
2014-05-15 6:24,30.601
2014-05-15 6:29,31.337
2014-05-15 6:34,31.203
2014-05-15 6:39,30.823
2014-05-15 6:44,32.036
2014-05-15 6:49,31.901
2014-05-15 6:54,31.891
2014-05-15 6:59,33.624
2014-05-15 7:04,46.052
2014-05-15 7:09,46.284
2014-05-15 7:14,32.204
2014-05-15 7:19,30.946
2014-05-15 7:24,31.988
2014-05-15 7:29,31.388
2014-05-15 7:34,31.79
2014-05-15 7:39,30.05
2014-05-15 7:44,32.216
2014-05-15 7:49,30.939
2014-05-15 7:54,31.102
2014-05-15 7:59,35.182
2014-05-15 8:04,45
2014-05-15 8:09,46.108
2014-05-15 8:14,32.115
2014-05-15 8:19,31.054
2014-05-15 8:24,31.053
2014-05-15 8:29,32.733
2014-05-15 8:34,31.22
2014-05-15 8:39,30.879
2014-05-15 8:44,32.622
2014-05-15 8:49,30.834
2014-05-15 8:54,30.493
2014-05-15 8:59,33.628
2014-05-15 9:04,45.715
2014-05-15 9:09,45.609
2014-05-15 9:14,32.219
2014-05-15 9:19,31.169
2014-05-15 9:24,30.992
2014-05-15 9:29,33.115
2014-05-15 9:34,30.554
2014-05-15 9:39,30.95
2014-05-15 9:44,33.498
2014-05-15 9:49,30.218
2014-05-15 9:54,31.344
2014-05-15 9:59,32.772
2014-05-15 10:04,45.385
2014-05-15 10:09,58.781
2014-05-15 10:14,31.795
2014-05-15 10:19,31.162
2014-05-15 10:24,32.064
2014-05-15 10:29,31.882
2014-05-15 10:34,31.449
2014-05-15 10:39,30.619
2014-05-15 10:44,32.026
2014-05-15 10:49,31.335
2014-05-15 10:54,30.672
2014-05-15 10:59,34
2014-05-15 11:04,45.662
2014-05-15 11:09,53.103
2014-05-15 11:14,32.167
2014-05-15 11:19,31.162
2014-05-15 11:24,31.944
2014-05-15 11:29,31.879
2014-05-15 11:34,31.83
2014-05-15 11:39,29.784
2014-05-15 11:44,33.22
2014-05-15 11:49,31.169
2014-05-15 11:54,31.114
2014-05-15 11:59,34.142
2014-05-15 12:04,44.934
2014-05-15 12:09,45.67
2014-05-15 12:14,32.169
2014-05-15 12:19,30.775
2014-05-15 12:24,31.355
2014-05-15 12:29,32.454
2014-05-15 12:34,31.166
2014-05-15 12:39,30.725
2014-05-15 12:44,32.33
2014-05-15 12:49,31.391
2014-05-15 12:54,31.447
2014-05-15 12:59,33.991
2014-05-15 13:04,45.598
2014-05-15 13:09,45.782
2014-05-15 13:14,32.831
2014-05-15 13:19,31.337
2014-05-15 13:24,31.767
2014-05-15 13:29,32.467
2014-05-15 13:34,30.994
2014-05-15 13:39,31.288
2014-05-15 13:44,32.055
2014-05-15 13:49,30.999
2014-05-15 13:54,30.794
2014-05-15 13:59,34.055
2014-05-15 14:04,44.78
2014-05-15 14:09,45.779
2014-05-15 14:14,32.979
2014-05-15 14:19,32.043
2014-05-15 14:24,30.002
2014-05-15 14:29,33.601
2014-05-15 14:34,30.861
2014-05-15 14:39,31.165
2014-05-15 14:44,31.68
2014-05-15 14:49,31.117
2014-05-15 14:54,30.549
2014-05-15 14:59,34.003
2014-05-15 15:04,45.113
2014-05-15 15:09,45.467
2014-05-15 15:14,32.342
2014-05-15 15:19,31.647
2014-05-15 15:24,31.784
2014-05-15 15:29,32.483
2014-05-15 15:34,30.889
2014-05-15 15:39,31.311
2014-05-15 15:44,31.958
2014-05-15 15:49,31.213
2014-05-15 15:54,31.78
2014-05-15 15:59,34.55
2014-05-15 16:04,45.834
2014-05-15 16:09,46.287
2014-05-15 16:14,32.389
2014-05-15 16:19,31.772
2014-05-15 16:24,32.29
2014-05-15 16:29,31.597
2014-05-15 16:34,31.09
2014-05-15 16:39,31.727
2014-05-15 16:44,33.497
2014-05-15 16:49,31.001
2014-05-15 16:54,30.601
2014-05-15 16:59,34.442
2014-05-15 17:04,45.666
2014-05-15 17:09,46.72
2014-05-15 17:14,31.379
2014-05-15 17:19,31.762
2014-05-15 17:24,30.336
2014-05-15 17:29,72.835
2014-05-15 17:34,58.72
2014-05-15 17:39,31.011
2014-05-15 17:44,33.171
2014-05-15 17:49,31.165
2014-05-15 17:54,31.79
2014-05-15 17:59,34.218
2014-05-15 18:04,44.998
2014-05-15 18:09,52.168
2014-05-15 18:14,33.273
2014-05-15 18:19,31.878
2014-05-15 18:24,31.286
2014-05-15 18:29,32.44
2014-05-15 18:34,30.936
2014-05-15 18:39,31.999
2014-05-15 18:44,32.7
2014-05-15 18:49,31.563
2014-05-15 18:54,30.988
2014-05-15 18:59,33.689
2014-05-15 19:04,45.665
2014-05-15 19:09,52.506
2014-05-15 19:14,32.95
2014-05-15 19:19,31.196
2014-05-15 19:24,31.118
2014-05-15 19:29,32.725
2014-05-15 19:34,31.036
2014-05-15 19:39,31.27
2014-05-15 19:44,32.32
2014-05-15 19:49,30.767
2014-05-15 19:54,31.56
2014-05-15 19:59,34.722
2014-05-15 20:04,45.603
2014-05-15 20:09,58.679
2014-05-15 20:14,32.99
2014-05-15 20:19,31.047
2014-05-15 20:24,30.981
2014-05-15 20:29,32.355
2014-05-15 20:34,30.839
2014-05-15 20:39,30.779
2014-05-15 20:44,32.003
2014-05-15 20:49,31
2014-05-15 20:54,30.72
2014-05-15 20:59,33.63
2014-05-15 21:04,46.457
2014-05-15 21:09,51.612
2014-05-15 21:14,32.574
2014-05-15 21:19,31.004
2014-05-15 21:24,30.829
2014-05-15 21:29,32.446
2014-05-15 21:34,31.898
2014-05-15 21:39,31.831
2014-05-15 21:44,32.96
2014-05-15 21:49,29.871
2014-05-15 21:54,31.163
2014-05-15 21:59,34.176
2014-05-15 22:04,45.006
2014-05-15 22:09,59.06
2014-05-15 22:14,32.391
2014-05-15 22:19,31.281
2014-05-15 22:24,30.886
2014-05-15 22:29,32.342
2014-05-15 22:34,30.835
2014-05-15 22:39,30.887
2014-05-15 22:44,32.224
2014-05-15 22:49,30.83
2014-05-15 22:54,30.882
2014-05-15 22:59,34.163
2014-05-15 23:04,45.002
2014-05-15 23:09,56.328
2014-05-15 23:14,33.35
2014-05-15 23:19,31.716
2014-05-15 23:24,31.45
2014-05-15 23:29,31.872
2014-05-15 23:34,30.941
2014-05-15 23:39,31.224
2014-05-15 23:44,32.291
2014-05-15 23:49,30.719
2014-05-15 23:54,30.955
2014-05-15 23:59,33.16
2014-05-16 0:04,46.17
2014-05-16 0:09,51.72
2014-05-16 0:14,32.644
2014-05-16 0:19,31.332
2014-05-16 0:24,31.009
2014-05-16 0:29,32.501
2014-05-16 0:34,30.788
2014-05-16 0:39,31.269
2014-05-16 0:44,31.789
2014-05-16 0:49,32.287
2014-05-16 0:54,30.703
